IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,9,8.25
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,8.25
8.219.191.40,2082,2082,false,SIN,Asia Pacific,Singapore,25,8.25
8.222.144.50,8443,8443,true,SIN,Asia Pacific,Singapore,116,8.23
8.219.237.250,80,80,false,SIN,Asia Pacific,Singapore,13,8.23
8.219.248.47,8080,8080,false,SIN,Asia Pacific,Singapore,7,8.22
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,40,8.21
47.238.6.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,8.21
8.222.202.163,2053,2053,true,SIN,Asia Pacific,Singapore,59,8.21
8.219.106.156,80,80,false,SIN,Asia Pacific,Singapore,15,8.20
47.236.121.7,8080,8080,false,SIN,Asia Pacific,Singapore,55,8.20
8.219.82.35,8443,8443,true,SIN,Asia Pacific,Singapore,92,8.20
8.219.222.98,2053,2053,true,SIN,Asia Pacific,Singapore,82,8.20
47.236.121.23,2096,2096,true,SIN,Asia Pacific,Singapore,112,8.20
8.219.195.47,8880,8880,false,SIN,Asia Pacific,Singapore,9,8.20
8.219.102.252,443,443,true,SIN,Asia Pacific,Singapore,141,8.20
8.219.191.40,8080,8080,false,SIN,Asia Pacific,Singapore,17,8.19
8.218.204.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,101,8.19
47.74.43.95,8880,8880,false,NRT,Asia Pacific,Tokyo,71,8.19
47.236.170.54,8443,8443,true,SIN,Asia Pacific,Singapore,43,8.19
8.219.13.143,8443,8443,true,SIN,Asia Pacific,Singapore,72,8.19
8.219.152.195,2086,2086,false,SIN,Asia Pacific,Singapore,13,8.18
8.218.156.91,2053,2053,true,HKG,Asia Pacific,Hong Kong,96,8.18
8.219.177.205,8880,8880,false,SIN,Asia Pacific,Singapore,10,8.18
8.219.13.143,2096,2096,true,SIN,Asia Pacific,Singapore,105,8.17
47.236.7.106,8443,8443,true,SIN,Asia Pacific,Singapore,84,8.17
8.218.18.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,8.17
8.219.197.111,8443,8443,true,SIN,Asia Pacific,Singapore,115,8.17
8.219.179.34,2086,2086,false,SIN,Asia Pacific,Singapore,6,8.16
8.222.244.123,2053,2053,true,SIN,Asia Pacific,Singapore,81,8.16
8.222.180.242,2083,2083,true,SIN,Asia Pacific,Singapore,110,8.16
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,12,8.16
8.219.174.213,2095,2095,false,SIN,Asia Pacific,Singapore,19,8.16
8.217.239.116,2086,2086,false,HKG,Asia Pacific,Hong Kong,66,8.16
8.219.200.145,8880,8880,false,SIN,Asia Pacific,Singapore,10,8.16
8.222.226.15,443,443,true,SIN,Asia Pacific,Singapore,26,8.16
8.218.188.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,8.15
8.219.42.72,2095,2095,false,SIN,Asia Pacific,Singapore,15,8.15
8.219.72.50,2083,2083,true,SIN,Asia Pacific,Singapore,115,8.15
8.217.251.62,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,8.15
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,30,8.15
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,20,8.14
8.219.235.164,8880,8880,false,SIN,Asia Pacific,Singapore,8,8.14
8.219.13.143,2082,2082,false,SIN,Asia Pacific,Singapore,12,8.14
8.222.193.65,443,443,true,SIN,Asia Pacific,Singapore,51,8.14
8.219.99.8,2086,2086,false,SIN,Asia Pacific,Singapore,29,8.14
8.222.208.83,8443,8443,true,SIN,Asia Pacific,Singapore,52,8.13
8.219.140.229,443,443,true,SIN,Asia Pacific,Singapore,105,8.13
8.219.240.160,2086,2086,false,SIN,Asia Pacific,Singapore,20,8.13
47.243.27.217,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,8.13
8.219.107.199,8880,8880,false,SIN,Asia Pacific,Singapore,6,8.13
8.219.195.47,8080,8080,false,SIN,Asia Pacific,Singapore,6,8.12
47.76.80.72,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,8.12
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,22,8.12
47.236.253.41,2083,2083,true,SIN,Asia Pacific,Singapore,152,8.11
47.76.80.72,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,8.11
8.219.186.189,2053,2053,true,SIN,Asia Pacific,Singapore,135,8.11
8.219.11.158,8880,8880,false,SIN,Asia Pacific,Singapore,16,8.11
8.219.220.88,80,80,false,SIN,Asia Pacific,Singapore,6,8.11
8.219.191.40,2083,2083,true,SIN,Asia Pacific,Singapore,80,8.11
8.219.142.191,2096,2096,true,SIN,Asia Pacific,Singapore,48,8.10
8.218.204.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,8.10
8.219.124.227,443,443,true,SIN,Asia Pacific,Singapore,138,8.10
8.219.104.37,8443,8443,true,SIN,Asia Pacific,Singapore,91,8.09
8.217.250.222,2053,2053,true,HKG,Asia Pacific,Hong Kong,88,8.09
8.222.198.105,2086,2086,false,SIN,Asia Pacific,Singapore,26,8.09
8.219.195.47,2053,2053,true,SIN,Asia Pacific,Singapore,77,8.09
8.219.103.126,8443,8443,true,SIN,Asia Pacific,Singapore,89,8.09
47.236.167.231,2082,2082,false,SIN,Asia Pacific,Singapore,25,8.09
47.236.167.231,8080,8080,false,SIN,Asia Pacific,Singapore,6,8.08
8.222.197.251,443,443,true,SIN,Asia Pacific,Singapore,141,8.08
8.219.87.34,80,80,false,SIN,Asia Pacific,Singapore,22,8.08
8.219.11.158,2082,2082,false,SIN,Asia Pacific,Singapore,9,8.08
8.219.1.92,8443,8443,true,SIN,Asia Pacific,Singapore,66,8.08
8.210.119.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,8.08
47.236.125.62,2095,2095,false,NRT,Asia Pacific,Tokyo,91,8.07
47.236.180.51,8443,8443,true,SIN,Asia Pacific,Singapore,100,8.06
8.219.51.211,2053,2053,true,SIN,Asia Pacific,Singapore,111,8.06
8.218.156.91,80,80,false,HKG,Asia Pacific,Hong Kong,47,8.06
8.210.55.134,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,8.06
8.222.193.208,2087,2087,true,SIN,Asia Pacific,Singapore,96,8.06
8.219.97.179,8080,8080,false,SIN,Asia Pacific,Singapore,8,8.06
8.219.6.157,2087,2087,true,SIN,Asia Pacific,Singapore,99,8.05
47.238.6.102,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,8.05
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,94,8.05
8.218.18.132,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,8.04
47.236.202.91,8080,8080,false,SIN,Asia Pacific,Singapore,15,8.04
8.219.137.50,443,443,true,SIN,Asia Pacific,Singapore,90,8.04
8.219.122.55,8080,8080,false,SIN,Asia Pacific,Singapore,26,8.03
8.219.222.8,8080,8080,false,SIN,Asia Pacific,Singapore,19,8.03
8.219.139.13,2082,2082,false,SIN,Asia Pacific,Singapore,39,8.03
8.219.107.199,2096,2096,true,SIN,Asia Pacific,Singapore,110,8.02
8.222.224.17,2083,2083,true,SIN,Asia Pacific,Singapore,35,8.02
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,25,8.02
8.222.212.172,2096,2096,true,SIN,Asia Pacific,Singapore,41,8.02
8.218.2.181,80,80,false,HKG,Asia Pacific,Hong Kong,56,8.01
8.219.238.145,2086,2086,false,SIN,Asia Pacific,Singapore,10,8.01
8.219.213.112,2096,2096,true,SIN,Asia Pacific,Singapore,70,8.01
8.222.249.190,8880,8880,false,SIN,Asia Pacific,Singapore,17,8.01
8.219.177.205,8080,8080,false,SIN,Asia Pacific,Singapore,3,8.01
8.222.249.98,2082,2082,false,SIN,Asia Pacific,Singapore,6,8.00
8.210.65.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,8.00
8.219.66.156,443,443,true,NRT,Asia Pacific,Tokyo,59,8.00
8.219.147.58,2087,2087,true,SIN,Asia Pacific,Singapore,130,8.00
8.219.235.164,8880,8880,false,SIN,Asia Pacific,Singapore,8,8.00
8.219.248.47,2087,2087,true,SIN,Asia Pacific,Singapore,91,8.00
8.219.240.160,80,80,false,SIN,Asia Pacific,Singapore,14,8.00
8.222.249.190,2053,2053,true,SIN,Asia Pacific,Singapore,70,7.99
8.219.5.10,2052,2052,false,SIN,Asia Pacific,Singapore,192,7.99
8.219.50.180,2087,2087,true,SIN,Asia Pacific,Singapore,47,7.98
8.218.126.53,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,7.98
8.210.107.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,7.98
8.219.241.189,2087,2087,true,SIN,Asia Pacific,Singapore,69,7.98
8.218.126.53,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,7.98
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,26,7.97
47.236.170.54,2053,2053,true,SIN,Asia Pacific,Singapore,234,7.97
8.219.3.53,2052,2052,false,SIN,Asia Pacific,Singapore,93,7.97
8.219.174.142,443,443,true,SIN,Asia Pacific,Singapore,92,7.97
8.210.21.65,2053,2053,true,HKG,Asia Pacific,Hong Kong,42,7.97
8.219.124.227,80,80,false,SIN,Asia Pacific,Singapore,16,7.96
8.219.139.13,2083,2083,true,SIN,Asia Pacific,Singapore,83,7.96
8.219.238.145,2052,2052,false,SIN,Asia Pacific,Singapore,15,7.96
8.218.105.223,2083,2083,true,HKG,Asia Pacific,Hong Kong,112,7.96
8.219.4.122,2095,2095,false,SIN,Asia Pacific,Singapore,15,7.96
8.219.122.96,2096,2096,true,SIN,Asia Pacific,Singapore,92,7.95
8.219.111.147,443,443,true,SIN,Asia Pacific,Singapore,83,7.95
8.219.238.145,2052,2052,false,SIN,Asia Pacific,Singapore,8,7.95
8.219.73.188,8880,8880,false,SIN,Asia Pacific,Singapore,24,7.95
8.219.72.50,2053,2053,true,SIN,Asia Pacific,Singapore,91,7.95
8.218.119.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,7.95
47.245.114.163,2053,2053,true,SIN,Asia Pacific,Singapore,58,7.95
8.219.113.232,2053,2053,true,SIN,Asia Pacific,Singapore,107,7.95
8.222.221.90,8443,8443,true,SIN,Asia Pacific,Singapore,43,7.95
8.210.21.65,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,7.95
8.219.174.213,2083,2083,true,SIN,Asia Pacific,Singapore,99,7.94
8.219.12.152,2083,2083,true,SIN,Asia Pacific,Singapore,64,7.94
8.219.0.162,80,80,false,SIN,Asia Pacific,Singapore,11,7.94
8.219.73.21,2053,2053,true,SIN,Asia Pacific,Singapore,96,7.94
8.219.126.240,2052,2052,false,SIN,Asia Pacific,Singapore,8,7.94
8.219.11.158,2087,2087,true,SIN,Asia Pacific,Singapore,61,7.94
8.218.143.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,7.93
47.236.104.98,2053,2053,true,SIN,Asia Pacific,Singapore,65,7.93
8.222.254.91,2053,2053,true,SIN,Asia Pacific,Singapore,49,7.93
47.236.144.196,2083,2083,true,SIN,Asia Pacific,Singapore,160,7.93
47.236.254.120,2096,2096,true,SIN,Asia Pacific,Singapore,41,7.93
8.219.213.112,2053,2053,true,SIN,Asia Pacific,Singapore,36,7.92
8.219.84.102,2083,2083,true,SIN,Asia Pacific,Singapore,155,7.92
8.219.242.208,2053,2053,true,SIN,Asia Pacific,Singapore,67,7.91
8.219.139.13,2087,2087,true,SIN,Asia Pacific,Singapore,127,7.91
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,15,7.91
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.91
8.219.67.133,2083,2083,true,SIN,Asia Pacific,Singapore,101,7.91
8.222.187.4,8080,8080,false,SIN,Asia Pacific,Singapore,4,7.91
8.222.212.219,8443,8443,true,SIN,Asia Pacific,Singapore,67,7.91
47.243.42.219,2052,2052,false,HKG,Asia Pacific,Hong Kong,68,7.90
8.219.13.143,80,80,false,SIN,Asia Pacific,Singapore,20,7.90
8.219.228.193,443,443,true,SIN,Asia Pacific,Singapore,66,7.90
8.219.140.63,8443,8443,true,SIN,Asia Pacific,Singapore,117,7.90
8.219.202.130,2096,2096,true,SIN,Asia Pacific,Singapore,87,7.89
8.219.245.187,2082,2082,false,SIN,Asia Pacific,Singapore,19,7.89
8.219.3.53,80,80,false,SIN,Asia Pacific,Singapore,17,7.89
8.219.102.252,2083,2083,true,SIN,Asia Pacific,Singapore,74,7.89
8.219.161.129,2052,2052,false,SIN,Asia Pacific,Singapore,22,7.89
8.222.244.192,2086,2086,false,SIN,Asia Pacific,Singapore,5,7.89
8.219.103.65,8443,8443,true,SIN,Asia Pacific,Singapore,140,7.89
8.218.119.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,7.89
8.219.220.88,8080,8080,false,SIN,Asia Pacific,Singapore,11,7.88
8.219.124.227,2052,2052,false,SIN,Asia Pacific,Singapore,14,7.88
8.219.188.162,2052,2052,false,SIN,Asia Pacific,Singapore,6,7.87
47.243.42.219,2083,2083,true,HKG,Asia Pacific,Hong Kong,77,7.87
8.222.215.228,2096,2096,true,SIN,Asia Pacific,Singapore,46,7.87
47.236.144.208,80,80,false,SIN,Asia Pacific,Singapore,31,7.86
8.218.146.204,443,443,true,HKG,Asia Pacific,Hong Kong,78,7.86
8.218.2.181,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,7.86
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,118,7.86
8.222.221.90,8880,8880,false,SIN,Asia Pacific,Singapore,4,7.86
47.236.121.7,80,80,false,SIN,Asia Pacific,Singapore,19,7.86
8.219.137.50,2087,2087,true,SIN,Asia Pacific,Singapore,93,7.86
8.219.110.88,2083,2083,true,SIN,Asia Pacific,Singapore,98,7.85
8.219.228.157,80,80,false,SIN,Asia Pacific,Singapore,33,7.85
8.219.186.189,8880,8880,false,SIN,Asia Pacific,Singapore,11,7.85
47.236.168.17,2052,2052,false,SIN,Asia Pacific,Singapore,40,7.85
8.219.103.126,2096,2096,true,SIN,Asia Pacific,Singapore,112,7.84
8.219.13.143,80,80,false,SIN,Asia Pacific,Singapore,26,7.84
8.219.195.47,2096,2096,true,SIN,Asia Pacific,Singapore,122,7.84
8.219.78.1,2082,2082,false,SIN,Asia Pacific,Singapore,20,7.84
8.210.156.6,80,80,false,HKG,Asia Pacific,Hong Kong,45,7.84
8.218.181.189,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,7.84
8.219.179.34,443,443,true,SIN,Asia Pacific,Singapore,110,7.83
8.219.196.24,80,80,false,SIN,Asia Pacific,Singapore,18,7.83
8.210.66.190,2053,2053,true,HKG,Asia Pacific,Hong Kong,43,7.83
8.219.206.53,2086,2086,false,SIN,Asia Pacific,Singapore,37,7.82
8.219.198.139,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.82
8.222.180.242,2052,2052,false,SIN,Asia Pacific,Singapore,18,7.82
8.219.228.193,2095,2095,false,SIN,Asia Pacific,Singapore,16,7.81
8.219.163.195,2082,2082,false,SIN,Asia Pacific,Singapore,16,7.81
47.243.86.79,80,80,false,HKG,Asia Pacific,Hong Kong,37,7.81
8.219.3.53,8443,8443,true,SIN,Asia Pacific,Singapore,76,7.81
8.219.87.34,8880,8880,false,SIN,Asia Pacific,Singapore,18,7.80
8.222.236.229,8443,8443,true,SIN,Asia Pacific,Singapore,73,7.80
47.74.42.88,2052,2052,false,NRT,Asia Pacific,Tokyo,86,7.80
8.222.219.34,2052,2052,false,SIN,Asia Pacific,Singapore,34,7.80
8.219.179.34,2083,2083,true,SIN,Asia Pacific,Singapore,80,7.80
8.219.251.81,2053,2053,true,SIN,Asia Pacific,Singapore,130,7.80
47.236.145.85,80,80,false,SIN,Asia Pacific,Singapore,45,7.80
8.218.207.169,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,7.79
8.218.52.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,7.79
8.210.192.93,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,7.79
8.210.107.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,46,7.79
8.219.72.51,8443,8443,true,SIN,Asia Pacific,Singapore,113,7.79
8.219.157.97,80,80,false,SIN,Asia Pacific,Singapore,9,7.79
8.222.174.108,8880,8880,false,SIN,Asia Pacific,Singapore,19,7.79
8.219.228.193,2087,2087,true,SIN,Asia Pacific,Singapore,78,7.79
8.219.72.51,8080,8080,false,SIN,Asia Pacific,Singapore,50,7.79
8.218.181.189,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,7.79
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.78
8.219.124.227,2095,2095,false,SIN,Asia Pacific,Singapore,23,7.78
8.219.175.127,8443,8443,true,SIN,Asia Pacific,Singapore,86,7.78
8.222.221.90,2053,2053,true,SIN,Asia Pacific,Singapore,108,7.78
8.219.220.88,8443,8443,true,SIN,Asia Pacific,Singapore,91,7.78
47.236.75.113,2096,2096,true,SIN,Asia Pacific,Singapore,148,7.77
8.219.122.96,2083,2083,true,SIN,Asia Pacific,Singapore,80,7.77
8.218.174.118,2053,2053,true,HKG,Asia Pacific,Hong Kong,96,7.77
8.219.83.201,2096,2096,true,SIN,Asia Pacific,Singapore,132,7.76
8.219.60.68,443,443,true,SIN,Asia Pacific,Singapore,105,7.76
8.219.159.232,8880,8880,false,SIN,Asia Pacific,Singapore,35,7.75
8.219.222.98,8080,8080,false,SIN,Asia Pacific,Singapore,18,7.75
8.218.8.142,2053,2053,true,HKG,Asia Pacific,Hong Kong,53,7.75
8.219.228.186,443,443,true,SIN,Asia Pacific,Singapore,85,7.75
8.219.60.54,8080,8080,false,SIN,Asia Pacific,Singapore,17,7.75
47.236.158.158,2095,2095,false,SIN,Asia Pacific,Singapore,22,7.74
47.236.167.231,8880,8880,false,SIN,Asia Pacific,Singapore,55,7.74
8.219.195.47,2095,2095,false,SIN,Asia Pacific,Singapore,20,7.74
8.219.124.227,2086,2086,false,SIN,Asia Pacific,Singapore,12,7.73
8.210.119.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,67,7.73
8.219.228.193,8880,8880,false,SIN,Asia Pacific,Singapore,41,7.73
8.219.196.24,8880,8880,false,SIN,Asia Pacific,Singapore,4,7.73
47.236.253.41,2083,2083,true,SIN,Asia Pacific,Singapore,62,7.73
8.219.77.222,2095,2095,false,SIN,Asia Pacific,Singapore,18,7.73
8.222.214.13,2086,2086,false,SIN,Asia Pacific,Singapore,17,7.72
8.219.248.47,2053,2053,true,SIN,Asia Pacific,Singapore,98,7.72
8.210.21.65,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,7.72
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,7.71
8.219.238.145,2082,2082,false,SIN,Asia Pacific,Singapore,37,7.71
8.219.58.64,2083,2083,true,SIN,Asia Pacific,Singapore,73,7.71
8.219.147.58,8443,8443,true,SIN,Asia Pacific,Singapore,90,7.71
8.222.208.38,80,80,false,SIN,Asia Pacific,Singapore,20,7.70
8.219.201.8,2053,2053,true,SIN,Asia Pacific,Singapore,96,7.70
8.217.193.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,7.70
8.219.140.229,2096,2096,true,SIN,Asia Pacific,Singapore,60,7.69
8.219.196.117,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.69
47.236.93.176,2087,2087,true,SIN,Asia Pacific,Singapore,76,7.69
8.218.149.193,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,7.69
47.236.172.71,8443,8443,true,SIN,Asia Pacific,Singapore,114,7.68
8.219.209.14,2086,2086,false,SIN,Asia Pacific,Singapore,14,7.68
47.243.42.219,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,7.68
8.219.106.156,8443,8443,true,SIN,Asia Pacific,Singapore,85,7.67
8.219.215.214,2083,2083,true,SIN,Asia Pacific,Singapore,90,7.67
8.219.179.34,2096,2096,true,SIN,Asia Pacific,Singapore,114,7.67
8.219.241.189,2052,2052,false,SIN,Asia Pacific,Singapore,8,7.67
47.76.77.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,7.67
47.236.123.133,8443,8443,true,SIN,Asia Pacific,Singapore,45,7.66
8.219.193.22,2086,2086,false,SIN,Asia Pacific,Singapore,13,7.65
8.219.101.138,2053,2053,true,SIN,Asia Pacific,Singapore,70,7.65
47.236.171.205,8880,8880,false,SIN,Asia Pacific,Singapore,23,7.65
8.219.200.145,8443,8443,true,SIN,Asia Pacific,Singapore,109,7.65
8.219.163.195,2096,2096,true,SIN,Asia Pacific,Singapore,67,7.65
47.245.93.74,2087,2087,true,SIN,Asia Pacific,Singapore,60,7.65
8.219.201.245,80,80,false,SIN,Asia Pacific,Singapore,20,7.65
8.219.77.222,2086,2086,false,SIN,Asia Pacific,Singapore,24,7.64
8.219.193.22,8880,8880,false,SIN,Asia Pacific,Singapore,61,7.64
8.218.207.169,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,7.64
8.219.237.250,443,443,true,SIN,Asia Pacific,Singapore,48,7.64
8.219.240.160,8443,8443,true,SIN,Asia Pacific,Singapore,26,7.64
47.236.87.246,8443,8443,true,SIN,Asia Pacific,Singapore,78,7.63
8.219.40.37,8080,8080,false,SIN,Asia Pacific,Singapore,10,7.63
8.219.40.255,2082,2082,false,SIN,Asia Pacific,Singapore,6,7.62
8.219.13.143,2052,2052,false,SIN,Asia Pacific,Singapore,16,7.62
8.219.215.214,2053,2053,true,SIN,Asia Pacific,Singapore,143,7.62
47.76.146.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,7.62
8.219.193.22,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.62
8.218.188.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,7.61
8.222.254.91,2087,2087,true,SIN,Asia Pacific,Singapore,80,7.61
8.219.156.148,443,443,true,SIN,Asia Pacific,Singapore,128,7.61
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,7.60
8.222.224.17,8080,8080,false,SIN,Asia Pacific,Singapore,9,7.60
47.236.146.249,8880,8880,false,SIN,Asia Pacific,Singapore,38,7.59
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,17,7.59
8.222.187.4,80,80,false,SIN,Asia Pacific,Singapore,5,7.59
8.222.214.231,2052,2052,false,SIN,Asia Pacific,Singapore,4,7.59
8.219.93.5,2053,2053,true,SIN,Asia Pacific,Singapore,71,7.59
8.219.102.252,8443,8443,true,SIN,Asia Pacific,Singapore,185,7.59
47.236.10.182,2087,2087,true,SIN,Asia Pacific,Singapore,38,7.58
8.218.105.223,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,7.58
8.222.221.109,2086,2086,false,SIN,Asia Pacific,Singapore,4,7.58
8.219.78.1,80,80,false,SIN,Asia Pacific,Singapore,21,7.58
8.219.201.174,2053,2053,true,SIN,Asia Pacific,Singapore,108,7.57
8.222.210.182,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.57
8.219.141.174,8080,8080,false,SIN,Asia Pacific,Singapore,57,7.57
8.218.136.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,111,7.56
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,17,7.56
8.219.242.208,2083,2083,true,SIN,Asia Pacific,Singapore,60,7.56
8.222.215.228,80,80,false,SIN,Asia Pacific,Singapore,3,7.56
47.74.37.50,2095,2095,false,NRT,Asia Pacific,Tokyo,94,7.56
8.219.228.157,8880,8880,false,SIN,Asia Pacific,Singapore,20,7.56
8.219.200.145,8080,8080,false,SIN,Asia Pacific,Singapore,22,7.56
8.219.104.37,2082,2082,false,SIN,Asia Pacific,Singapore,12,7.56
8.219.101.72,80,80,false,SIN,Asia Pacific,Singapore,14,7.55
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,53,7.55
47.242.171.94,443,443,true,HKG,Asia Pacific,Hong Kong,61,7.55
8.219.142.191,80,80,false,SIN,Asia Pacific,Singapore,34,7.55
47.236.83.239,2083,2083,true,SIN,Asia Pacific,Singapore,68,7.54
8.210.101.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,63,7.54
8.222.224.17,2087,2087,true,SIN,Asia Pacific,Singapore,54,7.54
8.210.151.69,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,7.54
8.219.242.208,2086,2086,false,SIN,Asia Pacific,Singapore,31,7.54
8.222.221.90,2095,2095,false,SIN,Asia Pacific,Singapore,14,7.54
8.219.200.145,2083,2083,true,SIN,Asia Pacific,Singapore,87,7.53
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,121,7.53
47.236.93.176,8880,8880,false,SIN,Asia Pacific,Singapore,39,7.53
8.222.152.165,2083,2083,true,SIN,Asia Pacific,Singapore,83,7.53
8.219.174.142,2086,2086,false,SIN,Asia Pacific,Singapore,10,7.53
8.219.11.158,2053,2053,true,SIN,Asia Pacific,Singapore,79,7.53
8.217.250.5,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,7.52
8.219.110.88,2095,2095,false,SIN,Asia Pacific,Singapore,20,7.52
8.219.193.202,2052,2052,false,SIN,Asia Pacific,Singapore,9,7.51
47.243.70.197,80,80,false,HKG,Asia Pacific,Hong Kong,73,7.51
8.218.156.91,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,7.51
47.236.116.182,2083,2083,true,SIN,Asia Pacific,Singapore,150,7.51
8.217.159.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,7.51
47.236.167.231,8443,8443,true,SIN,Asia Pacific,Singapore,122,7.51
47.236.87.206,2086,2086,false,SIN,Asia Pacific,Singapore,17,7.51
47.76.146.1,80,80,false,HKG,Asia Pacific,Hong Kong,42,7.51
8.219.179.34,80,80,false,SIN,Asia Pacific,Singapore,12,7.50
8.218.149.193,443,443,true,HKG,Asia Pacific,Hong Kong,59,7.50
47.245.115.6,2095,2095,false,SIN,Asia Pacific,Singapore,20,7.50
8.219.200.145,2095,2095,false,SIN,Asia Pacific,Singapore,14,7.50
8.219.60.54,443,443,true,SIN,Asia Pacific,Singapore,25,7.50
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,42,7.49
47.236.172.95,2083,2083,true,SIN,Asia Pacific,Singapore,107,7.49
8.217.145.40,443,443,true,HKG,Asia Pacific,Hong Kong,55,7.49
8.219.13.143,2087,2087,true,SIN,Asia Pacific,Singapore,88,7.49
8.219.161.129,8880,8880,false,SIN,Asia Pacific,Singapore,19,7.49
8.219.111.147,2086,2086,false,SIN,Asia Pacific,Singapore,18,7.48
8.219.145.245,2083,2083,true,SIN,Asia Pacific,Singapore,144,7.48
8.222.208.38,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.48
8.219.100.155,2083,2083,true,SIN,Asia Pacific,Singapore,58,7.48
8.219.82.35,2095,2095,false,SIN,Asia Pacific,Singapore,26,7.48
8.219.198.139,2096,2096,true,SIN,Asia Pacific,Singapore,100,7.47
8.218.126.53,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,7.47
8.219.72.51,443,443,true,SIN,Asia Pacific,Singapore,76,7.47
47.236.104.98,2095,2095,false,SIN,Asia Pacific,Singapore,24,7.47
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,65,7.47
47.251.74.226,80,80,false,LAX,North America,Los Angeles,174,7.47
8.219.50.180,2096,2096,true,SIN,Asia Pacific,Singapore,85,7.47
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,85,7.46
