IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.76.33.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,80,1.82
47.236.144.48,2083,2083,true,SIN,Asia Pacific,Singapore,112,1.82
47.243.162.49,80,80,false,HKG,Asia Pacific,Hong Kong,44,1.82
8.222.202.163,80,80,false,SIN,Asia Pacific,Singapore,24,1.81
47.242.17.250,2053,2053,true,HKG,Asia Pacific,Hong Kong,123,1.81
8.222.244.123,80,80,false,SIN,Asia Pacific,Singapore,21,1.80
47.236.172.95,8080,8080,false,SIN,Asia Pacific,Singapore,8,1.80
47.245.126.151,8443,8443,true,SIN,Asia Pacific,Singapore,42,1.80
8.222.223.34,80,80,false,SIN,Asia Pacific,Singapore,12,1.79
47.242.232.14,80,80,false,HKG,Asia Pacific,Hong Kong,41,1.79
47.236.121.7,2096,2096,true,SIN,Asia Pacific,Singapore,116,1.79
8.219.113.232,8080,8080,false,SIN,Asia Pacific,Singapore,23,1.78
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,263,1.78
8.222.223.34,2052,2052,false,SIN,Asia Pacific,Singapore,20,1.78
8.218.110.180,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,1.78
8.218.18.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,1.77
47.236.83.239,2096,2096,true,SIN,Asia Pacific,Singapore,90,1.77
47.236.116.26,2052,2052,false,SIN,Asia Pacific,Singapore,23,1.77
47.242.174.27,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,1.76
8.219.170.180,80,80,false,SIN,Asia Pacific,Singapore,28,1.76
47.242.59.216,8443,8443,true,HKG,Asia Pacific,Hong Kong,86,1.75
47.236.116.26,2053,2053,true,SIN,Asia Pacific,Singapore,117,1.75
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,15,1.75
47.245.108.213,2087,2087,true,SIN,Asia Pacific,Singapore,68,1.75
8.222.252.150,2096,2096,true,SIN,Asia Pacific,Singapore,11,1.75
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,1.73
8.219.142.229,2096,2096,true,SIN,Asia Pacific,Singapore,135,1.73
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,1.73
47.242.79.71,2082,2082,false,HKG,Asia Pacific,Hong Kong,63,1.72
8.222.193.65,2086,2086,false,SIN,Asia Pacific,Singapore,13,1.71
8.209.245.53,8080,8080,false,NRT,Asia Pacific,Tokyo,75,1.71
8.218.142.253,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,1.71
47.236.121.23,8080,8080,false,SIN,Asia Pacific,Singapore,43,1.71
8.222.219.34,2096,2096,true,SIN,Asia Pacific,Singapore,138,1.71
8.218.142.253,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,1.71
47.236.172.71,8880,8880,false,SIN,Asia Pacific,Singapore,26,1.70
8.219.66.156,2082,2082,false,NRT,Asia Pacific,Tokyo,105,1.70
47.245.115.6,8880,8880,false,SIN,Asia Pacific,Singapore,36,1.70
47.236.87.206,2087,2087,true,SIN,Asia Pacific,Singapore,86,1.69
8.217.159.210,80,80,false,HKG,Asia Pacific,Hong Kong,42,1.68
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,48,1.68
8.218.158.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,1.68
8.222.198.105,2083,2083,true,SIN,Asia Pacific,Singapore,31,1.67
8.218.3.12,80,80,false,HKG,Asia Pacific,Hong Kong,34,1.67
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,36,1.67
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,1.66
47.236.169.164,2083,2083,true,SIN,Asia Pacific,Singapore,78,1.64
8.210.9.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,1.64
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,1.63
8.217.159.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,1.63
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,1.63
47.242.17.250,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,1.63
8.210.151.69,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,1.62
8.218.22.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,1.62
8.219.122.96,2052,2052,false,SIN,Asia Pacific,Singapore,43,1.62
8.219.238.145,2083,2083,true,SIN,Asia Pacific,Singapore,74,1.62
8.210.192.93,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,1.62
47.242.174.27,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,1.61
8.217.193.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,1.61
8.218.142.253,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,1.61
8.219.87.34,2053,2053,true,SIN,Asia Pacific,Singapore,70,1.60
47.245.107.174,8443,8443,true,SIN,Asia Pacific,Singapore,58,1.60
8.222.252.150,2053,2053,true,SIN,Asia Pacific,Singapore,98,1.60
8.218.127.249,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,1.60
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,1.58
8.217.221.165,2096,2096,true,HKG,Asia Pacific,Hong Kong,100,1.57
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,1.57
47.236.125.62,8443,8443,true,NRT,Asia Pacific,Tokyo,144,1.57
47.238.6.102,80,80,false,HKG,Asia Pacific,Hong Kong,47,1.57
47.242.171.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,99,1.57
47.236.149.107,80,80,false,SIN,Asia Pacific,Singapore,15,1.57
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,1.56
8.222.249.190,8080,8080,false,SIN,Asia Pacific,Singapore,34,1.56
47.242.202.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,1.56
8.219.241.189,2053,2053,true,SIN,Asia Pacific,Singapore,61,1.56
47.237.8.82,8080,8080,false,SIN,Asia Pacific,Singapore,641,1.56
47.236.5.223,80,80,false,SIN,Asia Pacific,Singapore,19,1.55
8.218.65.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,1.55
47.242.202.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,1.55
8.217.193.25,2083,2083,true,HKG,Asia Pacific,Hong Kong,62,1.54
47.76.49.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,1.54
47.245.126.151,2053,2053,true,SIN,Asia Pacific,Singapore,64,1.53
8.217.149.28,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,1.53
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,1.53
47.242.174.27,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,1.53
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,35,1.52
47.236.169.164,2082,2082,false,SIN,Asia Pacific,Singapore,18,1.52
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,59,1.52
8.219.66.156,2096,2096,true,NRT,Asia Pacific,Tokyo,152,1.51
8.217.239.116,8443,8443,true,HKG,Asia Pacific,Hong Kong,44,1.51
47.236.117.48,443,443,true,SIN,Asia Pacific,Singapore,118,1.49
8.219.153.237,8443,8443,true,NRT,Asia Pacific,Tokyo,194,1.49
8.217.147.230,80,80,false,HKG,Asia Pacific,Hong Kong,68,1.47
8.217.250.222,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,1.47
47.74.5.99,2086,2086,false,NRT,Asia Pacific,Tokyo,123,1.46
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,189,1.46
47.236.169.164,8080,8080,false,SIN,Asia Pacific,Singapore,15,1.46
8.210.151.69,8880,8880,false,HKG,Asia Pacific,Hong Kong,65,1.46
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,1.46
47.242.171.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,1.46
47.236.10.182,2086,2086,false,SIN,Asia Pacific,Singapore,17,1.45
8.218.188.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,1.45
8.217.251.62,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,1.45
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,154,1.44
8.209.253.54,8880,8880,false,NRT,Asia Pacific,Tokyo,72,1.44
47.76.32.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,1.43
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,1.43
8.219.153.237,2052,2052,false,NRT,Asia Pacific,Tokyo,129,1.43
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,36,1.43
47.236.144.196,80,80,false,SIN,Asia Pacific,Singapore,54,1.42
8.222.212.219,2052,2052,false,SIN,Asia Pacific,Singapore,8,1.41
8.219.153.237,2096,2096,true,NRT,Asia Pacific,Tokyo,196,1.40
47.74.43.95,8080,8080,false,NRT,Asia Pacific,Tokyo,71,1.39
47.242.79.71,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,1.39
47.245.10.76,8880,8880,false,NRT,Asia Pacific,Tokyo,76,1.39
8.218.158.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,1.39
8.222.221.109,2095,2095,false,SIN,Asia Pacific,Singapore,24,1.39
8.219.153.237,2053,2053,true,NRT,Asia Pacific,Tokyo,157,1.39
47.74.45.143,2082,2082,false,NRT,Asia Pacific,Tokyo,68,1.38
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,1.38
8.219.197.111,2053,2053,true,SIN,Asia Pacific,Singapore,90,1.38
47.245.86.230,2087,2087,true,SIN,Asia Pacific,Singapore,70,1.37
8.219.170.180,2095,2095,false,SIN,Asia Pacific,Singapore,22,1.37
47.238.6.102,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,1.36
47.242.234.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,1.34
8.218.146.204,2053,2053,true,HKG,Asia Pacific,Hong Kong,40,1.34
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,23,1.33
47.74.43.95,2052,2052,false,NRT,Asia Pacific,Tokyo,70,1.32
47.74.37.50,2086,2086,false,NRT,Asia Pacific,Tokyo,71,1.32
8.217.207.60,80,80,false,HKG,Asia Pacific,Hong Kong,39,1.32
8.218.110.180,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,1.32
8.218.243.95,443,443,true,HKG,Asia Pacific,Hong Kong,67,1.31
8.218.126.53,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,1.31
47.76.33.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,88,1.30
47.242.174.27,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,1.28
8.218.204.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,1.27
47.76.94.15,80,80,false,HKG,Asia Pacific,Hong Kong,64,1.27
8.219.100.155,2087,2087,true,SIN,Asia Pacific,Singapore,156,1.27
8.222.219.34,2095,2095,false,SIN,Asia Pacific,Singapore,13,1.27
8.222.214.13,2082,2082,false,SIN,Asia Pacific,Singapore,18,1.27
47.236.125.62,2087,2087,true,NRT,Asia Pacific,Tokyo,154,1.27
8.222.236.229,2082,2082,false,SIN,Asia Pacific,Singapore,15,1.27
47.76.49.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,1.27
8.219.153.237,2087,2087,true,NRT,Asia Pacific,Tokyo,169,1.26
8.219.170.180,443,443,true,SIN,Asia Pacific,Singapore,108,1.25
8.219.153.237,8443,8443,true,NRT,Asia Pacific,Tokyo,168,1.25
8.219.153.237,2053,2053,true,NRT,Asia Pacific,Tokyo,235,1.25
47.242.171.94,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,1.25
47.76.77.103,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,1.24
47.242.234.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,1.24
8.217.207.60,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,1.24
47.74.7.51,2095,2095,false,NRT,Asia Pacific,Tokyo,72,1.24
47.242.171.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,1.22
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,24,1.22
8.219.147.58,2086,2086,false,SIN,Asia Pacific,Singapore,15,1.21
47.242.59.216,2082,2082,false,HKG,Asia Pacific,Hong Kong,71,1.21
47.242.176.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,1.20
8.210.146.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,1.19
8.217.207.60,2096,2096,true,HKG,Asia Pacific,Hong Kong,44,1.19
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,124,1.18
47.74.5.99,8080,8080,false,NRT,Asia Pacific,Tokyo,72,1.17
47.245.84.124,2095,2095,false,SIN,Asia Pacific,Singapore,29,1.17
47.76.77.103,80,80,false,HKG,Asia Pacific,Hong Kong,41,1.16
47.242.79.71,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,1.16
8.219.58.64,2087,2087,true,SIN,Asia Pacific,Singapore,63,1.15
8.219.170.180,2052,2052,false,SIN,Asia Pacific,Singapore,19,1.15
47.74.45.143,8880,8880,false,NRT,Asia Pacific,Tokyo,71,1.15
47.238.6.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,1.14
47.74.5.99,2082,2082,false,NRT,Asia Pacific,Tokyo,72,1.14
47.245.93.74,2086,2086,false,SIN,Asia Pacific,Singapore,20,1.14
8.218.110.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,1.14
47.236.144.48,8443,8443,true,SIN,Asia Pacific,Singapore,132,1.13
8.217.250.5,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,1.13
8.217.207.60,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,1.13
47.74.42.88,80,80,false,NRT,Asia Pacific,Tokyo,74,1.12
8.218.149.193,2052,2052,false,HKG,Asia Pacific,Hong Kong,62,1.11
47.242.59.216,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,1.10
8.217.207.60,2087,2087,true,HKG,Asia Pacific,Hong Kong,80,1.10
8.217.159.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,1.09
8.219.137.50,2086,2086,false,SIN,Asia Pacific,Singapore,26,1.09
47.76.94.15,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,1.09
8.218.126.53,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,1.07
47.242.176.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,1.07
8.218.3.12,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,1.07
8.219.198.139,2086,2086,false,SIN,Asia Pacific,Singapore,6,1.06
8.219.6.157,2052,2052,false,SIN,Asia Pacific,Singapore,16,1.06
47.242.234.127,80,80,false,HKG,Asia Pacific,Hong Kong,40,1.06
8.217.147.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,1.05
47.74.37.50,2082,2082,false,NRT,Asia Pacific,Tokyo,68,1.05
8.222.221.109,2052,2052,false,SIN,Asia Pacific,Singapore,24,1.05
8.217.221.165,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,1.04
8.217.250.5,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,1.04
47.245.118.70,2053,2053,true,SIN,Asia Pacific,Singapore,68,1.02
8.219.3.53,2053,2053,true,SIN,Asia Pacific,Singapore,60,1.02
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,28,1.02
47.76.94.15,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,1.01
8.217.147.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,1.00
47.242.234.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,1.00
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,41,0.98
47.242.176.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,84,0.98
8.222.244.123,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.97
47.74.5.99,2086,2086,false,NRT,Asia Pacific,Tokyo,72,0.97
8.222.224.17,2082,2082,false,SIN,Asia Pacific,Singapore,7,0.96
8.217.147.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.96
8.217.167.88,2087,2087,true,HKG,Asia Pacific,Hong Kong,103,0.96
47.74.5.99,8880,8880,false,NRT,Asia Pacific,Tokyo,72,0.93
8.218.201.73,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.92
8.219.74.35,8443,8443,true,SIN,Asia Pacific,Singapore,70,0.92
8.219.206.180,2053,2053,true,SIN,Asia Pacific,Singapore,98,0.90
47.74.42.88,2095,2095,false,NRT,Asia Pacific,Tokyo,74,0.90
47.242.155.183,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,0.90
47.76.33.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.90
8.218.158.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.90
47.236.121.23,2095,2095,false,SIN,Asia Pacific,Singapore,48,0.90
47.242.176.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.89
8.219.170.180,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.89
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.89
8.218.18.235,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.88
47.74.37.50,2052,2052,false,NRT,Asia Pacific,Tokyo,100,0.87
8.218.11.90,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.86
8.218.243.95,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.85
8.218.110.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.84
47.74.42.88,2082,2082,false,NRT,Asia Pacific,Tokyo,81,0.83
8.219.206.180,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.83
47.74.7.51,80,80,false,NRT,Asia Pacific,Tokyo,74,0.83
8.219.4.122,80,80,false,SIN,Asia Pacific,Singapore,23,0.81
8.219.170.180,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.79
8.219.77.141,80,80,false,SJC,North America,San Jose,20,0.78
47.76.94.15,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.78
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.77
8.218.105.223,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,0.77
47.76.94.15,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,0.76
47.76.94.15,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.76
47.242.59.216,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.76
47.236.125.62,8443,8443,true,NRT,Asia Pacific,Tokyo,131,0.76
47.76.32.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,0.75
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,84,0.74
47.242.234.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,64,0.74
8.222.225.193,443,443,true,SIN,Asia Pacific,Singapore,29,0.73
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,0.73
47.76.77.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,85,0.72
47.74.37.50,8880,8880,false,NRT,Asia Pacific,Tokyo,70,0.69
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,0.68
8.218.122.55,8443,8443,true,HKG,Asia Pacific,Hong Kong,78,0.68
47.236.171.205,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.68
8.218.201.73,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.67
47.242.202.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,133,0.67
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.66
47.242.234.127,443,443,true,HKG,Asia Pacific,Hong Kong,80,0.66
8.219.153.237,8080,8080,false,NRT,Asia Pacific,Tokyo,87,0.65
8.222.252.150,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.65
47.242.174.27,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.64
47.242.171.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.64
47.242.171.94,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.64
8.217.250.5,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.63
8.218.174.118,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.63
8.218.156.91,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.63
8.219.103.57,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.62
8.217.145.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.61
47.74.42.88,8880,8880,false,NRT,Asia Pacific,Tokyo,78,0.61
8.222.225.193,443,443,true,SIN,Asia Pacific,Singapore,97,0.61
8.218.174.118,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.60
47.243.183.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,0.59
47.74.7.51,8080,8080,false,NRT,Asia Pacific,Tokyo,76,0.59
47.242.202.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,0.58
47.242.202.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,58,0.57
47.74.42.88,2052,2052,false,NRT,Asia Pacific,Tokyo,74,0.57
8.218.3.12,2083,2083,true,HKG,Asia Pacific,Hong Kong,159,0.56
47.89.244.253,443,443,true,SJC,North America,San Jose,180,0.56
8.218.201.73,2096,2096,true,HKG,Asia Pacific,Hong Kong,139,0.55
47.236.117.48,2053,2053,true,SIN,Asia Pacific,Singapore,76,0.55
47.242.79.71,80,80,false,HKG,Asia Pacific,Hong Kong,53,0.55
47.242.79.71,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.54
8.217.167.88,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,0.54
8.219.140.63,2082,2082,false,SIN,Asia Pacific,Singapore,27,0.54
8.218.3.12,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,0.54
47.242.171.94,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.53
8.218.18.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.53
47.242.202.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,0.53
198.11.175.125,80,80,false,SJC,North America,San Jose,178,0.53
47.76.37.57,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.52
47.242.202.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.52
47.242.234.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,0.51
47.236.253.41,80,80,false,SIN,Asia Pacific,Singapore,25,0.51
47.76.80.72,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.50
47.242.171.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.49
8.219.247.203,8443,8443,true,SIN,Asia Pacific,Singapore,93,0.48
47.242.202.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.48
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,0.47
8.219.206.180,80,80,false,SIN,Asia Pacific,Singapore,10,0.46
8.218.3.12,2087,2087,true,HKG,Asia Pacific,Hong Kong,84,0.45
8.218.158.94,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.45
47.243.183.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.44
8.219.170.180,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.43
8.222.212.219,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.43
47.57.13.107,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.42
47.243.183.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,0.42
47.57.13.107,443,443,true,HKG,Asia Pacific,Hong Kong,59,0.42
47.57.13.107,443,443,true,HKG,Asia Pacific,Hong Kong,67,0.42
47.243.183.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.41
149.129.8.215,80,80,false,SJC,North America,San Jose,99,0.41
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,0.41
47.242.176.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.40
8.218.156.91,2087,2087,true,HKG,Asia Pacific,Hong Kong,70,0.40
8.217.167.88,80,80,false,HKG,Asia Pacific,Hong Kong,78,0.39
149.129.8.215,443,443,true,SJC,North America,San Jose,129,0.39
47.243.183.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.38
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.37
47.242.155.183,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.37
47.74.43.95,2086,2086,false,NRT,Asia Pacific,Tokyo,70,0.37
8.219.170.180,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.36
47.242.234.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.36
47.76.37.57,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.36
47.76.94.15,2053,2053,true,HKG,Asia Pacific,Hong Kong,78,0.36
47.242.202.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,80,0.35
47.57.233.126,80,80,false,SJC,North America,San Jose,63,0.34
8.219.170.180,80,80,false,SIN,Asia Pacific,Singapore,9,0.34
47.243.183.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.33
8.219.66.156,2083,2083,true,NRT,Asia Pacific,Tokyo,180,0.33
47.76.37.57,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.33
47.57.233.126,80,80,false,SJC,North America,San Jose,47,0.33
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.32
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.32
8.218.3.12,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,0.32
47.74.42.88,2086,2086,false,NRT,Asia Pacific,Tokyo,73,0.30
8.217.167.88,2086,2086,false,HKG,Asia Pacific,Hong Kong,59,0.30
47.76.49.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,0.29
8.219.170.180,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.28
47.76.94.15,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.28
47.242.202.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.28
8.217.167.88,2053,2053,true,HKG,Asia Pacific,Hong Kong,89,0.28
47.57.13.107,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.27
47.236.169.15,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.27
47.76.49.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,0.26
47.74.43.95,2095,2095,false,NRT,Asia Pacific,Tokyo,70,0.26
47.242.234.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,0.25
47.242.176.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,103,0.25
47.91.16.214,2096,2096,true,NRT,Asia Pacific,Tokyo,105,0.25
8.212.19.60,80,80,false,SJC,North America,San Jose,45,0.25
47.57.14.118,80,80,false,SJC,North America,San Jose,40,0.24
47.57.14.118,443,443,true,SJC,North America,San Jose,107,0.24
47.76.94.15,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.24
47.57.14.118,443,443,true,SJC,North America,San Jose,34,0.24
8.212.19.60,443,443,true,SJC,North America,San Jose,34,0.24
47.245.10.76,80,80,false,NRT,Asia Pacific,Tokyo,76,0.23
8.218.188.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.22
47.74.45.143,8880,8880,false,NRT,Asia Pacific,Tokyo,70,0.22
47.74.45.143,2095,2095,false,NRT,Asia Pacific,Tokyo,71,0.21
8.219.206.180,2083,2083,true,SIN,Asia Pacific,Singapore,69,0.21
47.74.45.143,8080,8080,false,NRT,Asia Pacific,Tokyo,67,0.21
8.212.19.60,80,80,false,SJC,North America,San Jose,33,0.21
